id,name,serves,ingredients,instructions,meal_type,is_vegetarian,protein,carbs,fat,fiber,energy,iron_mg,magnesium_mg,calcium_mg,potassium_mg,sodium_mg,vitamin_c_mg
54,Cumin tea,1,"[{""id"": 77, ""name"": ""ginger"", ""quantity"": 50, ""serving_unit"": ""nos""}, {""id"": 100, ""name"": ""lemon"", ""quantity"": 50, ""serving_unit"": ""g""}]","Soak cumin overnight, boil with ginger and serve with lemon",pre_breakfast,t,2.55,22.65,1.15,3.40,94.50,0.80,47.00,29.00,484.00,14.00,31.50
55,Soaked raisins and nuts,1,"[{""id"": 1, ""name"": ""almonds"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 69, ""name"": ""fig"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 143, ""name"": ""raisins"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","Soak almonds, fig, raisins overnight. ",pre_breakfast,t,12.50,59.98,25.37,9.55,476.00,2.99,159.50,177.00,857.00,6.50,2.15
56,Overnight rice water,1,"[{""id"": 82, ""name"": ""greek yogurt"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 148, ""name"": ""rice"", ""quantity"": 100.0, ""serving_unit"": ""g""}]",Soak 3 spoons of rice or oats overnight with a 2spoons of yogurt. Have them with onions. ,pre_breakfast,t,8.40,34.67,0.55,1.25,179.50,1.36,22.50,76.50,178.50,21.00,3.70
57,Lemon tea,1,"[{""id"": 77, ""name"": ""ginger"", ""quantity"": 50.0, ""serving_unit"": ""nos""}, {""id"": 91, ""name"": ""honey"", ""quantity"": 21.0, ""serving_unit"": ""ml""}, {""id"": 100, ""name"": ""lemon"", ""quantity"": 50.0, ""serving_unit"": ""g""}]",In warm water squeeze half lemon and honey. Ginger is optional ,pre_breakfast,t,2.64,47.22,1.15,3.40,185.22,0.93,47.59,30.79,499.50,15.20,31.65
58,Mint tea ,1,"[{""id"": 77, ""name"": ""ginger"", ""quantity"": 50, ""serving_unit"": ""nos""}, {""id"": 100, ""name"": ""lemon"", ""quantity"": 50, ""serving_unit"": ""g""}]","Boil mint and ginger. Serve with lemon. 
Best to have after meal. ",snack,t,2.55,22.65,1.15,3.40,94.50,0.80,47.00,29.00,484.00,14.00,31.50
59,Ragi idly / dosa,1,"[{""id"": 142, ""name"": ""ragi flour"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 185, ""name"": ""urad dhal"", ""quantity"": 50, ""serving_unit"": ""g""}]",Soak urad dhal for 5 hours. Grind it with ragi ,breakfast,t,16.25,65.80,1.45,10.95,338.50,5.75,202.00,241.00,695.50,24.50,0.00
60,Peanut protein chutney,1,"[{""id"": 127, ""name"": ""peanuts"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 166, ""name"": ""split peas"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 50, ""name"": ""coconut"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 60, ""name"": ""curry leaves"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 84, ""name"": ""green chillies"", ""quantity"": 50, ""serving_unit"": ""nos""}, {""id"": 174, ""name"": ""tamarind"", ""quantity"": 50, ""serving_unit"": ""g""}]",Roast all ingredients (except curry leaves) on a pan and grind it for chutney. Tadka with curry leaves. Use less oil. ,sides,t,36.32,110.62,43.25,31.25,904.50,10.08,263.50,568.00,2185.00,67.00,606.25
61,Vit-C boost snack box,1,"[{""id"": 30, ""name"": ""capsicum"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 88, ""name"": ""guava"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 98, ""name"": ""kiwi"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 122, ""name"": ""orange"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 124, ""name"": ""papaya"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 132, ""name"": ""pineapple"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 169, ""name"": ""strawberry"", ""quantity"": 50.0, ""serving_unit"": ""g""}]",Choice of snack for a day. Have BEFORE your meal to increase iron absorption. ,snack,t,3.59,38.50,1.23,8.80,160.50,0.96,47.00,75.50,764.50,9.00,311.05
62,Makhana Salad bowl,1,"[{""id"": 45, ""name"": ""chickpeas"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 52, ""name"": ""corn"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 104, ""name"": ""lettuce"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 141, ""name"": ""radishes"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 131, ""name"": ""pickled courgette"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 106, ""name"": ""makana"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 111, ""name"": ""mint leaves"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 84, ""name"": ""green chillies"", ""quantity"": 50, ""serving_unit"": ""nos""}, {""id"": 40, ""name"": ""cheddar cheese"", ""quantity"": 50, ""serving_unit"": ""g""}]","* Boil chickpeas, chicken, and corn separately.
 * Prepare the dressing by combining makana, mint, green chilies, cheddar cheese, and yogurt.
 * Combine chickpeas, chicken, corn, lettuce, radishes, chopped onions and pickled courgette.
 * Mix in the dressing.",dinner,f,47.68,103.13,21.69,19.85,761.50,8.97,242.50,625.50,2230.00,820.00,633.90
64,Kefir drink,1,"[{""id"": 4, ""name"": ""asafoetida"", ""quantity"": 1.0, ""serving_unit"": ""g""}, {""id"": 19, ""name"": ""black salt"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 97, ""name"": ""kefir"", ""quantity"": 280.0, ""serving_unit"": ""ml""}]",Mix in a glass of water. ,pre_breakfast,t,9.28,13.28,2.81,0.07,117.77,0.47,34.44,342.90,430.40,19112.20,0.00
65,Chapati ,1,"[{""id"": 38, ""name"": ""chapati flour"", ""quantity"": 200, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 200, ""serving_unit"": ""cup""}, {""id"": 170, ""name"": ""sunflower oil"", ""quantity"": 5, ""serving_unit"": ""g""}]","Mix all, knead dough, keep it aside for 20mins. And make chapatis",dinner,t,26.40,144.00,10.00,21.40,724.20,7.20,276.00,68.00,810.00,4.00,0.00
67,Bhaji style gravy ,1,"[{""id"": 34, ""name"": ""cauliflower"", ""quantity"": 100, ""serving_unit"": ""g""}, {""id"": 30, ""name"": ""capsicum"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 128, ""name"": ""peas"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 32, ""name"": ""carrot"", ""quantity"": 50, ""serving_unit"": ""nos""}, {""id"": 78, ""name"": ""ginger garlic paste"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 47, ""name"": ""chilli powder"", ""quantity"": 50, ""serving_unit"": ""tbsp""}, {""id"": 93, ""name"": ""jeera powder"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 36, ""name"": ""chaat masala"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 54, ""name"": ""coriander powder"", ""quantity"": 50, ""serving_unit"": ""tbsp""}, {""id"": 80, ""name"": ""gram masala"", ""quantity"": 50, ""serving_unit"": ""g""}]","Pressure cook all vegetables and mash them. 
In a pan, add some butter and chopped onions. Fry until brown and add ginger garlic paste. Once cooked, add all masala and cook for some more time. Add butter. Then tomatoes. Once cooked, add mashed veggies. Cook till it becomes dry and brown. Serve with butter, lemon, chopped raw onions and chaat masala on top. 
",sides,t,114.35,631.81,95.40,286.15,3167.00,133.77,1583.50,3311.50,21375.00,22769.00,346.15
68,Aval upma & Eggs,1,"[{""id"": 7, ""name"": ""aval"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 14, ""name"": ""beans"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 32, ""name"": ""carrot"", ""quantity"": 50.0, ""serving_unit"": ""nos""}, {""id"": 64, ""name"": ""egg"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 84, ""name"": ""green chillies"", ""quantity"": 50.0, ""serving_unit"": ""nos""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 127, ""name"": ""peanuts"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","Saute asusual and add chopped beans and carrot. When cooked, add chopped onions. 
Meanwhile wash aval and dry it in a plate. When onion is still mildly crunchy, add aval. Add sautéd peanuts and serve with coriander leaves toppings. 
Try to include olive oil, lemon juice. 
Serve with boiled egg",breakfast,t,63.40,393.19,49.25,98.90,2113.00,18.61,550.00,1151.00,11444.00,2207.50,787.40
69,Toast and Baked beans,1,"[{""id"": 10, ""name"": ""baked beans"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 22, ""name"": ""bread"", ""quantity"": 2.0, ""serving_unit"": ""nos""}]",Cook baked beans can with spices you like. Toast the bread. Serve with butter.,breakfast,t,15.60,70.00,3.00,12.60,374.00,4.80,86.00,142.00,774.00,1118.00,0.00
70,Brussel sprouts + brown rice / quinoa ,1,"[{""id"": 26, ""name"": ""brussel sprouts"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 140, ""name"": ""quinoa"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 25, ""name"": ""brown rice"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 17, ""name"": ""black beans"", ""quantity"": 100, ""serving_unit"": ""g""}, {""id"": 68, ""name"": ""feta cheese"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 165, ""name"": ""spinach"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 101, ""name"": ""lemon juice"", ""quantity"": 50, ""serving_unit"": ""ml""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 5, ""serving_unit"": ""tbsp""}, {""id"": 30, ""name"": ""capsicum"", ""quantity"": 50, ""serving_unit"": ""g""}]","Cook all separate and mix. Add za'atar for seasoning. Have a fruit before the meal. 
Have with chicken for M",lunch,t,29.61,93.43,82.82,16.25,1206.00,7.38,259.50,450.00,1325.50,514.50,89.20
71,Clear veg soup,1,"[{""id"": 14, ""name"": ""beans"", ""quantity"": 60.0, ""serving_unit"": ""g""}, {""id"": 32, ""name"": ""carrot"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 186, ""name"": ""vegetable stock"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 5.0, ""serving_unit"": ""cup""}]",With chicken stock,dinner,t,5.85,19.76,0.40,5.55,101.70,1.95,34.30,37.30,441.80,78.20,3.65
72,Aubergine - Turkish version,1,"[{""id"": 6, ""name"": ""aubergine"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 30, ""name"": ""capsicum"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 68, ""name"": ""feta cheese"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 94, ""name"": ""kale"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 156, ""name"": ""salmon"", ""quantity"": 100.0, ""serving_unit"": ""g""}]","Saute aubergine, capsicum separately in olive oil. Add chopped parsley and kale. Top with chopped feta cheese. 
Saute salmon for Manoj
Use lemon as dressing. ",dinner,t,39.60,24.84,62.73,9.50,805.50,2.49,107.50,605.00,1303.50,1002.00,144.80
73,Sautéd Broccoli + Pasta,1,"[{""id"": 23, ""name"": ""broccoli"", ""quantity"": 150, ""serving_unit"": ""g""}, {""id"": 126, ""name"": ""pasta"", ""quantity"": 100, ""serving_unit"": ""g""}, {""id"": 57, ""name"": ""cucumber"", ""quantity"": 0.5, ""serving_unit"": ""g""}, {""id"": 11, ""name"": ""balsamic vinegar"", ""quantity"": 1, ""serving_unit"": ""g""}]",Saute broccoli. Boiled pasta with chicken stock. Dress with Balsamic vinegar. Eat with cucumber slices ,dinner,t,10.04,41.05,1.46,5.70,209.96,2.00,49.69,77.85,519.86,50.74,133.81
74,Lentil stew,1,"[{""id"": 103, ""name"": ""lentils"", ""quantity"": 100, ""serving_unit"": ""g""}, {""id"": 23, ""name"": ""broccoli"", ""quantity"": 100, ""serving_unit"": ""g""}, {""id"": 32, ""name"": ""carrot"", ""quantity"": 1, ""serving_unit"": ""nos""}, {""id"": 14, ""name"": ""beans"", ""quantity"": 50, ""serving_unit"": ""g""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 100, ""serving_unit"": ""g""}]",Saute all veggies. \nPressure cook lentils\nMix all. \nServe with chopped coriander. ,dinner,f,47.79,44.17,4.70,15.40,403.50,6.61,115.50,115.00,1337.50,152.00,94.30
75,Fruits and yogurt ,1,"[{""name"": ""apple"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""name"": ""banana"", ""quantity"": 120.0, ""serving_unit"": ""g""}, {""name"": ""kiwi"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""name"": ""orange"", ""quantity"": 150.0, ""serving_unit"": ""g""}, {""name"": ""pineapple"", ""quantity"": 50.0, ""serving_unit"": ""g""}]",Choice of fruits with yogurt. ,snack,t,4.04,84.04,1.19,13.32,327.80,0.98,71.00,100.40,1106.60,5.00,168.89
76,Mediterranean Chicken & Chickpea Bowl,1,"[{""id"": 56, ""name"": ""couscous"", ""quantity"": 50, ""serving_unit"": ""g""}]","Base of wholewheat couscous, peppers, onions, spinach, tomatoes, chickpeas. Topped with 120g grilled chicken breast or feta cheese",lunch,f,6.40,38.70,0.30,2.50,188.00,0.55,22.00,12.00,83.00,5.00,0.00
77,Hearty Lentil & Sweet Potato Shepherd's pie,1,"[{""id"": 171, ""name"": ""sweet potatoes"", ""quantity"": 200.0, ""serving_unit"": ""g""}]","1. Boil the sweet potatoes until tender, then mash with milk and oil/butter. 
2. Sauté onion, carrots, and celery until softened. Add garlic. 
3. Stir in the rinsed lentils, chopped tomatoes, vegetable stock, herbs, and soy sauce. Simmer for 30-40 minutes until lentils are tender. 
4. Preheat oven to 200°C. 
5. Spoon the lentil mixture into an ovenproof dish and top with the mashed sweet potato. 
6. Bake for 20-25 minutes until golden brown. Serve with steamed green vegetables.",dinner,t,3.20,40.20,0.20,6.00,172.00,1.22,50.00,60.00,674.00,110.00,4.80
78,Tofu & Black Bean Burrito Bowl,1,"[{""id"": 25, ""name"": ""brown rice"", ""quantity"": 150, ""serving_unit"": ""g""}, {""id"": 17, ""name"": ""black beans"", ""quantity"": 400, ""serving_unit"": ""g""}, {""id"": 172, ""name"": ""sweetcorn"", ""quantity"": 150, ""serving_unit"": ""g""}, {""id"": 90, ""name"": ""head romaine lettuce"", ""quantity"": 1, ""serving_unit"": ""g""}, {""id"": 8, ""name"": ""avocado"", ""quantity"": 1, ""serving_unit"": ""g""}, {""id"": 179, ""name"": ""tomato salsa"", ""quantity"": 150, ""serving_unit"": ""g""}, {""id"": 82, ""name"": ""greek yogurt"", ""quantity"": 2, ""serving_unit"": ""g""}, {""id"": 53, ""name"": ""coriander leaves"", ""quantity"": 1, ""serving_unit"": ""g""}, {""id"": 105, ""name"": ""lime"", ""quantity"": 1, ""serving_unit"": ""g""}, {""id"": 177, ""name"": ""tofu"", ""quantity"": 150, ""serving_unit"": ""g""}, {""id"": 162, ""name"": ""smoked paprika"", ""quantity"": 1, ""serving_unit"": ""g""}, {""id"": 223, ""name"": ""cumin powder"", ""quantity"": 0.5, ""serving_unit"": ""tbsp""}, {""id"": 102, ""name"": ""lemon olive oil dressing"", ""quantity"": 1, ""serving_unit"": ""tbsp""}]","1. Prepare the protein. In separate bowls, toss the tofu and the chicken with their respective seasonings. 
2. Cook the chicken strips until golden and cooked through. Pan-fry the tofu cubes until golden and crisp. 
3. Assemble the bowls. Divide the cooked brown rice between two bowls. Arrange the shared ingredients around the rice. 
4. Top the vegetarian bowl with the crispy tofu and the omnivore bowl with the grilled chicken. 
5. Finish each bowl with salsa, Greek yogurt, coriander, and a squeeze of lime.",lunch,f,59.60,171.28,22.63,45.00,1071.25,14.21,473.60,701.72,2520.95,1108.30,28.44
79,Briyani,1,"[{""id"": 13, ""name"": ""bay leaves"", ""quantity"": 5.0, ""serving_unit"": ""nos""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 250.0, ""serving_unit"": ""g""}, {""id"": 47, ""name"": ""chilli powder"", ""quantity"": 2, ""serving_unit"": ""tbsp""}, {""id"": 48, ""name"": ""cinnamon"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 49, ""name"": ""cloves"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 54, ""name"": ""coriander powder"", ""quantity"": 20.0, ""serving_unit"": ""tbsp""}, {""id"": 78, ""name"": ""ginger garlic paste"", ""quantity"": 20.0, ""serving_unit"": ""g""}, {""id"": 93, ""name"": ""jeera powder"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 95, ""name"": ""kalpasi"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 85.0, ""serving_unit"": ""g""}, {""id"": 148, ""name"": ""rice"", ""quantity"": 70.0, ""serving_unit"": ""g""}, {""id"": 168, ""name"": ""star anise"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 70.0, ""serving_unit"": ""g""}, {""id"": 183, ""name"": ""turmeric powder"", ""quantity"": 5.0, ""serving_unit"": ""tsp""}]",cook,lunch,f,89.39,72.49,19.07,24.72,773.55,18.60,256.30,479.60,2007.50,690.55,26.37
80,Garlic bread,1,"[{""id"": 22, ""name"": ""bread"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 2.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}]","Bake garlic in olive oil.
Use garlic as spread",breakfast,t,5.33,28.66,15.51,1.64,275.98,1.83,14.50,79.62,82.02,274.34,0.62
81,Green gram dosa/idly,1,"[{""id"": 193, ""name"": ""Green moong dhal"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 142, ""name"": ""ragi flour"", ""quantity"": 20.0, ""serving_unit"": ""g""}, {""id"": 165, ""name"": ""spinach"", ""quantity"": 200.0, ""serving_unit"": ""g""}]","Blend soaked dhal with spinach, ragi, coriander leaves, green chillies. Saute cumin seeds and mix with the batter. 
You make the batter idly / dosa. 
Serve with coconut chutney.",breakfast,t,21.46,60.30,1.86,20.52,325.20,8.98,282.40,320.80,1735.60,164.20,57.80
82,Creamy orange smoothie,1,"[{""id"": 12, ""name"": ""banana"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 82, ""name"": ""greek yogurt"", ""quantity"": 40.0, ""serving_unit"": ""g""}, {""id"": 111, ""name"": ""mint leaves"", ""quantity"": 30.0, ""serving_unit"": ""g""}, {""id"": 122, ""name"": ""orange"", ""quantity"": 350.0, ""serving_unit"": ""g""}]","Blend them and top it with nuts. 
Serves 1. Double the quantity for two. ",breakfast,t,11.81,115.55,1.85,18.60,476.10,2.69,144.40,271.90,1934.60,26.70,221.84
83,Millet Ponghal,1,"[{""id"": 195, ""name"": ""Kambhu"", ""quantity"": 250.0, ""serving_unit"": ""g""}]","Pressure cook millet and dhal with salt. 
Saute with cumin seeds, curry leaves, green chillies. 
Serve with coconut chutney and sliced carrots and cucumber. ",breakfast,t,27.25,154.50,13.58,28.75,867.50,16.00,310.00,68.50,767.50,27.25,0.00
84,Vegetable pastry,2,"[{""id"": 27, ""name"": ""butter"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 64, ""name"": ""egg"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 137, ""name"": ""potatoes"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 170, ""name"": ""sunflower oil"", ""quantity"": 10.0, ""serving_unit"": ""g""}]","Cook veggie masala for stuffing. And stuff into the pastry sheet. 
Apply egg on pastries before baking. ",breakfast,t,10.43,35.57,23.09,4.40,386.10,2.52,52.20,54.40,921.40,147.30,39.40
85,Sweet potato chaat,1,"[{""id"": 18, ""name"": ""black pepper"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 41, ""name"": ""cherry tomatoes"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 57, ""name"": ""cucumber"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 171, ""name"": ""sweet potatoes"", ""quantity"": 300.0, ""serving_unit"": ""g""}]",Mix all,dinner,t,6.87,71.07,0.78,11.97,303.55,2.87,107.55,138.15,1461.45,173.00,25.05
86,Glass of ACV,1,"[{""id"": 197, ""name"": ""Apple cider vinegar"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 188, ""name"": ""water"", ""quantity"": 0.0, ""serving_unit"": ""cup""}]",Mix and drink before heavy meal,snack,t,0.00,0.14,0.00,0.00,3.15,0.03,0.75,1.05,10.95,0.75,0.00
87,Khambu dosa,1,"[{""id"": 84, ""name"": ""green chillies"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 198, ""name"": ""pearl millet"", ""quantity"": 40.0, ""serving_unit"": ""g""}, {""id"": 203, ""name"": ""rava"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 2.5, ""serving_unit"": ""cup""}, {""id"": 205, ""name"": ""wheat flour"", ""quantity"": 15.0, ""serving_unit"": ""g""}]",Mix all and use the batter for dosa ,dinner,t,8.33,50.25,2.29,5.67,260.60,4.14,67.55,23.00,200.75,5.61,24.00
